Price,AreaSqFt,Bedrooms,Bathrooms,AgeYears,LotSizeSqFt,GarageSpaces,Stories,Neighborhood,HouseStyle,HasPool,DistanceToCityKm,SchoolRating,Renovated
729000.0,2605.0,4,3.0,8,4022.0,2,2,Riverside Heights,Contemporary,0,1.0,7.0,1
278000.0,913.0,2,2.0,6,800.0,3,1,Sunset Hills,Contemporary,1,1.7,5.0,1
339100.0,2085.0,5,4.0,13,3286.0,3,1,Elm Street,Townhouse,0,2.4,7.0,0
112800.0,500.0,1,1.0,19,800.0,2,3,Maple Grove,Contemporary,0,3.7,5.0,0
514100.0,2358.0,4,3.0,22,2535.0,3,2,Riverside Heights,Ranch,0,11.7,5.0,0
322100.0,1409.0,2,1.0,16,2129.0,1,1,Riverside Heights,Colonial,0,7.2,5.0,0
271000.0,1414.0,2,1.0,36,1209.0,2,2,Oak Park,Ranch,0,1.7,4.0,1
217400.0,1353.0,2,1.0,25,1885.0,3,2,Maple Grove,Craftsman,0,12.1,4.0,0
285000.0,1811.0,3,3.0,11,4316.0,1,1,Industrial Quarter,Contemporary,0,4.3,8.0,1
285900.0,1589.0,3,2.0,26,2855.0,1,1,Oak Park,Craftsman,0,7.7,5.0,0
320400.0,1296.0,3,2.0,3,869.0,2,2,Sunset Hills,Contemporary,0,3.4,7.0,0
296300.0,1758.0,4,3.0,14,1475.0,3,2,Industrial Quarter,Colonial,0,1.8,8.0,0
305700.0,1655.0,3,2.0,2,2562.0,2,1,Oak Park,Craftsman,0,10.5,5.0,0
314700.0,1721.0,3,2.0,14,2477.0,1,2,Elm Street,Contemporary,0,1.0,8.0,0
371200.0,1596.0,2,2.0,27,2572.0,2,2,Riverside Heights,Craftsman,0,10.5,9.0,0
365200.0,1769.0,3,2.0,4,2137.0,0,1,Downtown Loft District,Contemporary,0,0.3,7.0,0
195800.0,940.0,1,1.0,6,2547.0,1,1,Oak Park,Townhouse,0,15.8,6.0,1
364100.0,2178.0,4,4.0,0,2112.0,1,2,Elm Street,Colonial,0,0.3,4.0,0
269900.0,1377.0,2,2.0,22,2026.0,2,2,Industrial Quarter,Craftsman,0,0.7,9.0,1
594000.0,2716.0,4,3.0,21,2622.0,2,1,Lakeview,Colonial,1,10.9,8.0,0
306900.0,1335.0,3,2.0,1,1013.0,1,2,Riverside Heights,Townhouse,0,19.8,6.0,0
294200.0,1737.0,3,3.0,25,2142.0,2,2,Elm Street,Craftsman,0,6.1,5.0,0
327600.0,1514.0,3,2.0,14,3167.0,2,3,Elm Street,Craftsman,1,2.0,8.0,0
393400.0,,3,3.0,9,3064.0,2,3,Oak Park,Colonial,0,3.9,7.0,1
333700.0,1975.0,4,3.0,23,3016.0,1,2,Maple Grove,Ranch,0,9.9,6.0,1
241900.0,1195.0,1,1.0,0,1471.0,2,2,Elm Street,Colonial,0,0.4,8.0,1
219400.0,1470.0,2,1.0,41,1380.0,2,1,Maple Grove,Contemporary,0,5.7,5.0,1
215100.0,1152.0,2,1.0,11,3026.0,2,2,Industrial Quarter,Contemporary,0,2.6,6.0,0
369100.0,1516.0,3,2.0,11,2072.0,2,3,Lakeview,Contemporary,0,1.2,5.0,0
182600.0,1157.0,1,1.0,30,1850.0,1,1,Sunset Hills,Ranch,0,8.9,6.0,0
306400.0,1279.0,3,2.0,6,2068.0,1,3,Oak Park,Colonial,0,2.8,3.0,0
376300.0,2187.0,4,3.0,24,2150.0,0,2,Maple Grove,Craftsman,0,16.4,8.0,0
494100.0,2047.0,2,2.0,9,2058.0,2,1,Riverside Heights,Contemporary,1,7.9,7.0,0
382600.0,1762.0,3,2.0,14,2463.0,2,2,Sunset Hills,Contemporary,0,23.0,8.0,0
205200.0,1320.0,2,2.0,11,1486.0,2,1,Industrial Quarter,Contemporary,0,7.9,9.0,0
560000.0,2024.0,4,3.0,34,3750.0,2,3,Downtown Loft District,Colonial,0,22.5,10.0,1
475300.0,1884.0,3,2.0,8,2823.0,2,3,Downtown Loft District,Contemporary,0,2.5,8.0,0
353700.0,1283.0,3,3.0,1,2301.0,1,1,Riverside Heights,Townhouse,0,9.6,7.0,0
224800.0,849.0,1,1.0,7,1547.0,1,1,Riverside Heights,Ranch,0,8.6,6.0,0
469600.0,1705.0,3,3.0,19,3074.0,3,2,Lakeview,Townhouse,0,7.4,6.0,1
250100.0,1759.0,3,2.0,25,1659.0,2,1,Elm Street,Ranch,0,0.3,3.0,1
204300.0,1103.0,2,1.0,19,1750.0,2,2,Elm Street,Ranch,0,2.7,7.0,0
480700.0,2167.0,3,2.0,38,4098.0,2,1,Riverside Heights,Ranch,0,12.3,8.0,0
346200.0,1246.0,2,2.0,2,2472.0,1,2,Lakeview,Townhouse,0,5.0,8.0,0
388000.0,2364.0,3,3.0,7,3888.0,2,1,Elm Street,Craftsman,1,0.7,7.0,1
368400.0,2005.0,3,2.0,29,2056.0,3,2,Riverside Heights,Ranch,0,8.9,8.0,1
237400.0,1884.0,3,2.0,65,2854.0,2,1,,Craftsman,0,2.6,9.0,0
289200.0,1419.0,3,2.0,4,1788.0,2,2,Riverside Heights,Contemporary,1,8.5,2.0,0
370300.0,1211.0,3,3.0,2,2734.0,3,2,Lakeview,Craftsman,0,2.0,6.0,1
246000.0,969.0,2,1.0,4,2642.0,3,2,Industrial Quarter,Townhouse,1,4.0,8.0,0
137000.0,911.0,1,1.0,28,800.0,2,2,Industrial Quarter,Ranch,0,0.3,7.0,0
235300.0,1187.0,2,2.0,12,2219.0,1,1,Maple Grove,Contemporary,1,1.2,5.0,0
286600.0,1349.0,2,1.0,6,2010.0,3,2,Maple Grove,Ranch,1,6.4,8.0,0
375600.0,2383.0,4,3.0,3,2968.0,1,3,Maple Grove,Colonial,0,28.7,6.0,0
226800.0,1668.0,3,2.0,12,1531.0,2,1,Elm Street,Colonial,0,12.5,7.0,0
147800.0,500.0,1,1.0,20,800.0,2,2,Downtown Loft District,Townhouse,0,9.8,5.0,0
168900.0,1141.0,3,2.0,21,2574.0,1,1,Industrial Quarter,Ranch,0,14.1,10.0,0
283600.0,1254.0,3,3.0,40,1519.0,1,2,Riverside Heights,Craftsman,0,9.4,7.0,0
252000.0,1334.0,2,2.0,2,2002.0,1,1,Elm Street,Contemporary,0,7.9,9.0,0
170800.0,1084.0,2,1.0,6,1628.0,1,3,Sunset Hills,Townhouse,0,45.0,7.0,0
579800.0,2608.0,5,3.0,1,5148.0,2,1,Sunset Hills,Colonial,0,1.0,6.0,0
608700.0,2462.0,3,4.0,20,3464.0,3,3,Riverside Heights,Townhouse,0,0.3,6.0,0
349700.0,1414.0,3,3.0,16,2471.0,1,2,Lakeview,Craftsman,0,9.0,7.0,0
307700.0,1894.0,2,1.0,38,1018.0,1,2,Maple Grove,Craftsman,1,3.7,9.0,0
76500.0,500.0,1,1.0,29,870.0,2,1,Industrial Quarter,Colonial,0,9.0,4.0,0
234000.0,1173.0,3,2.0,43,800.0,0,2,Maple Grove,Contemporary,1,1.0,6.0,0
273800.0,1787.0,3,2.0,19,2464.0,0,2,Maple Grove,Ranch,0,1.7,7.0,0
494900.0,2193.0,3,2.0,12,3596.0,0,2,Downtown Loft District,Colonial,0,1.3,7.0,0
303000.0,1583.0,3,2.0,10,2004.0,2,1,Oak Park,Townhouse,0,4.4,6.0,1
606100.0,2162.0,5,4.0,8,2804.0,1,1,Riverside Heights,Ranch,0,8.8,,0
127500.0,500.0,1,1.0,7,1099.0,2,2,Maple Grove,Craftsman,0,9.0,6.0,0
230900.0,1147.0,2,1.0,14,816.0,2,2,Sunset Hills,Townhouse,1,17.9,5.0,1
340300.0,2213.0,4,4.0,0,2690.0,1,2,Industrial Quarter,Craftsman,0,0.3,6.0,0
366200.0,1986.0,4,2.0,21,2159.0,1,2,Oak Park,Contemporary,0,16.5,4.0,0
565700.0,2583.0,4,3.0,4,3850.0,3,1,Sunset Hills,Colonial,0,6.0,9.0,1
382300.0,2366.0,4,3.0,20,2887.0,2,2,Oak Park,Craftsman,0,12.7,7.0,0
546600.0,2286.0,4,3.0,6,2758.0,2,1,Downtown Loft District,Craftsman,0,0.3,6.0,0
312500.0,872.0,2,2.0,4,1819.0,2,2,Downtown Loft District,Townhouse,0,6.1,9.0,0
433200.0,1948.0,3,2.0,9,2316.0,1,1,Lakeview,Colonial,0,3.7,6.0,1
295700.0,1005.0,2,2.0,5,822.0,1,1,Riverside Heights,Craftsman,1,15.4,7.0,1
298200.0,1579.0,3,2.0,5,1118.0,1,2,Oak Park,Colonial,0,4.1,9.0,0
476100.0,2627.0,5,4.0,28,4269.0,3,2,Elm Street,Contemporary,1,6.9,6.0,1
386800.0,,3,2.0,33,2653.0,2,1,Sunset Hills,Colonial,0,1.0,7.0,1
334000.0,1920.0,3,2.0,41,3291.0,0,2,Maple Grove,Ranch,0,6.8,8.0,0
294500.0,1243.0,1,1.0,8,800.0,2,3,Riverside Heights,Colonial,0,30.2,6.0,0
321900.0,1404.0,3,2.0,20,3367.0,2,1,Riverside Heights,Ranch,0,5.4,7.0,0
348800.0,1797.0,4,3.0,59,3013.0,1,2,Lakeview,Colonial,0,12.1,,1
317900.0,1443.0,3,2.0,10,800.0,3,2,Riverside Heights,Ranch,0,4.9,3.0,0
362800.0,2896.0,5,4.0,53,3371.0,1,1,Industrial Quarter,Contemporary,0,0.3,4.0,0
456400.0,1659.0,3,4.0,6,1704.0,1,1,Riverside Heights,Ranch,0,2.9,7.0,0
446100.0,1885.0,3,3.0,0,2904.0,2,1,Sunset Hills,Colonial,0,0.3,6.0,0
288500.0,1648.0,3,2.0,31,3502.0,1,1,Maple Grove,Craftsman,0,5.2,,0
389200.0,2062.0,4,3.0,7,2622.0,2,2,Oak Park,Colonial,0,1.4,6.0,0
218500.0,,2,2.0,38,2477.0,2,2,Lakeview,Ranch,0,3.6,6.0,0
498600.0,2027.0,4,3.0,6,2103.0,2,1,Riverside Heights,Contemporary,1,0.3,4.0,1
305800.0,2239.0,4,2.0,29,2431.0,2,2,Elm Street,Contemporary,0,1.9,7.0,0
282300.0,2079.0,3,2.0,39,2577.0,1,1,Maple Grove,Ranch,0,21.0,8.0,0
394900.0,2611.0,5,4.0,2,4907.0,2,1,Industrial Quarter,Ranch,0,4.2,6.0,0
303600.0,1709.0,3,2.0,13,2968.0,1,1,Maple Grove,Craftsman,0,1.5,9.0,0
153200.0,829.0,1,1.0,25,800.0,2,2,Oak Park,Craftsman,0,0.7,1.0,0
346100.0,1339.0,3,,35,1691.0,3,1,Riverside Heights,Colonial,0,0.3,6.0,1
474500.0,1676.0,3,2.0,10,2024.0,2,1,Downtown Loft District,Contemporary,0,12.4,7.0,1
276200.0,1850.0,3,3.0,20,3221.0,2,2,Maple Grove,Craftsman,0,35.6,5.0,0
269700.0,1955.0,3,2.0,3,3691.0,0,1,Maple Grove,Colonial,0,2.6,6.0,0
389500.0,1850.0,3,2.0,10,2701.0,1,2,Oak Park,Craftsman,0,15.2,6.0,1
416600.0,1903.0,3,3.0,10,2800.0,3,1,Oak Park,Contemporary,0,7.7,10.0,1
430600.0,2391.0,5,3.0,0,3635.0,2,1,Elm Street,Colonial,0,7.5,6.0,0
523900.0,2053.0,4,3.0,72,3543.0,2,2,Downtown Loft District,Colonial,0,4.6,10.0,1
549800.0,1850.0,4,3.0,37,1746.0,3,2,Downtown Loft District,Craftsman,0,11.7,10.0,0
422900.0,1646.0,3,2.0,21,2389.0,2,2,Downtown Loft District,Colonial,0,6.0,7.0,0
463300.0,2166.0,5,4.0,35,1943.0,0,1,Riverside Heights,Colonial,0,6.6,8.0,0
347500.0,1676.0,3,2.0,9,2938.0,2,1,Sunset Hills,Colonial,0,17.2,8.0,0
579600.0,2620.0,5,4.0,15,5132.0,3,2,Oak Park,Ranch,0,0.7,7.0,1
234000.0,1111.0,3,2.0,2,800.0,3,2,Maple Grove,Colonial,0,7.6,6.0,0
140900.0,928.0,1,1.0,5,1595.0,3,2,Industrial Quarter,Craftsman,0,5.6,4.0,0
182300.0,1045.0,3,2.0,17,800.0,1,2,Industrial Quarter,Craftsman,0,8.1,7.0,0
307900.0,1427.0,3,2.0,2,1912.0,2,1,Maple Grove,Colonial,0,3.5,7.0,0
574200.0,2376.0,5,5.0,59,3109.0,3,1,Sunset Hills,Ranch,0,2.4,9.0,0
281100.0,2381.0,4,3.0,17,2722.0,0,3,Industrial Quarter,Colonial,0,5.2,4.0,0
797600.0,3208.0,6,4.0,15,5586.0,2,2,Riverside Heights,Contemporary,0,4.5,6.0,1
479700.0,1929.0,3,2.0,5,3725.0,2,2,Sunset Hills,Colonial,1,2.4,9.0,1
378600.0,1731.0,3,3.0,0,2398.0,2,2,Lakeview,Contemporary,1,10.1,6.0,0
241900.0,1240.0,3,3.0,21,935.0,2,1,Industrial Quarter,Townhouse,0,0.3,9.0,0
406900.0,1789.0,3,2.0,36,1328.0,2,3,Sunset Hills,Contemporary,1,2.1,7.0,0
271400.0,1749.0,3,3.0,19,3417.0,2,1,Industrial Quarter,Townhouse,0,0.5,8.0,0
462000.0,1591.0,3,2.0,15,2262.0,3,2,Downtown Loft District,Colonial,0,1.3,6.0,0
408500.0,1953.0,3,2.0,15,1474.0,2,2,Sunset Hills,Contemporary,0,0.7,7.0,0
136300.0,631.0,1,1.0,34,800.0,3,2,Riverside Heights,Craftsman,0,7.5,6.0,0
153500.0,944.0,2,2.0,20,1465.0,3,1,Elm Street,Contemporary,0,25.5,6.0,0
564300.0,2665.0,4,3.0,59,4189.0,1,2,Riverside Heights,Ranch,0,9.5,5.0,0
568900.0,2563.0,4,3.0,11,3674.0,2,2,Sunset Hills,Ranch,0,7.3,7.0,0
486900.0,2198.0,3,1.0,24,3522.0,2,2,Lakeview,Craftsman,0,21.1,8.0,0
651200.0,2491.0,5,4.0,2,3919.0,2,3,Riverside Heights,Townhouse,0,0.3,7.0,0
163100.0,863.0,1,1.0,45,834.0,3,1,Sunset Hills,Ranch,0,3.1,5.0,0
211100.0,864.0,2,2.0,72,1394.0,1,2,Riverside Heights,Townhouse,0,1.4,9.0,0
270000.0,1396.0,3,3.0,3,1184.0,1,2,Elm Street,Craftsman,0,2.2,8.0,0
360500.0,1373.0,2,1.0,9,1538.0,1,2,Lakeview,Contemporary,0,3.4,8.0,1
493400.0,2951.0,6,5.0,24,3785.0,2,1,Oak Park,Craftsman,0,12.3,4.0,0
388800.0,2611.0,4,4.0,16,3018.0,0,3,Industrial Quarter,Townhouse,0,14.8,10.0,0
271500.0,1858.0,3,2.0,35,2163.0,1,2,Maple Grove,Craftsman,0,10.1,7.0,0
323800.0,1616.0,4,3.0,45,3124.0,2,2,Oak Park,Colonial,0,4.0,6.0,0
205700.0,1196.0,1,1.0,10,2009.0,3,1,Elm Street,Craftsman,0,3.1,6.0,0
556800.0,2177.0,3,3.0,15,3834.0,0,1,Riverside Heights,Contemporary,0,0.7,6.0,1
288200.0,1549.0,2,1.0,3,927.0,2,2,Elm Street,Contemporary,1,10.2,8.0,0
347500.0,1608.0,2,1.0,5,2971.0,1,1,Lakeview,Colonial,0,13.1,7.0,0
587000.0,2926.0,6,4.0,3,4087.0,2,1,Sunset Hills,Craftsman,0,1.2,6.0,0
234900.0,1253.0,3,4.0,31,990.0,3,1,Oak Park,Townhouse,0,15.6,6.0,0
359400.0,2460.0,5,4.0,3,2647.0,1,1,Industrial Quarter,Ranch,0,5.6,8.0,0
388000.0,2313.0,4,3.0,10,800.0,2,2,Oak Park,Craftsman,0,11.1,6.0,1
325300.0,1869.0,3,2.0,0,3265.0,2,3,Industrial Quarter,Colonial,0,1.6,6.0,1
271600.0,1089.0,2,2.0,6,800.0,2,1,Elm Street,Townhouse,1,5.8,10.0,0
171000.0,1490.0,3,3.0,85,2701.0,2,2,Industrial Quarter,Contemporary,0,8.0,7.0,0
256300.0,727.0,2,1.0,1,816.0,2,2,Downtown Loft District,Contemporary,0,0.3,5.0,0
230000.0,1071.0,3,3.0,61,1302.0,3,1,Elm Street,Contemporary,1,8.4,6.0,0
302300.0,1985.0,4,3.0,43,2044.0,1,1,Maple Grove,Craftsman,0,15.5,7.0,0
489800.0,2890.0,6,5.0,11,2687.0,3,2,Maple Grove,Contemporary,0,21.9,5.0,1
223700.0,1216.0,3,2.0,29,2642.0,3,2,Industrial Quarter,Colonial,0,3.4,7.0,1
450200.0,1937.0,3,2.0,30,2842.0,3,1,Lakeview,Craftsman,0,1.9,8.0,0
628100.0,2655.0,4,3.0,13,4270.0,2,3,Sunset Hills,Townhouse,0,5.3,6.0,1
399300.0,2157.0,4,3.0,74,3636.0,2,1,Lakeview,Ranch,0,10.3,5.0,0
292800.0,1218.0,2,1.0,42,1831.0,1,2,Downtown Loft District,Craftsman,0,18.1,6.0,1
213400.0,1063.0,3,3.0,45,1714.0,2,2,Industrial Quarter,Contemporary,0,2.0,8.0,0
532100.0,2860.0,5,3.0,45,4518.0,1,1,Oak Park,Craftsman,1,13.7,9.0,0
532300.0,3355.0,5,4.0,62,7013.0,3,2,Elm Street,Contemporary,0,1.6,8.0,1
314700.0,2178.0,4,3.0,56,4450.0,1,1,Maple Grove,Colonial,1,13.6,3.0,0
226800.0,1171.0,2,1.0,1,800.0,0,1,Riverside Heights,Colonial,0,4.7,4.0,0
334800.0,1980.0,4,3.0,44,3577.0,2,2,Maple Grove,Contemporary,0,20.0,9.0,0
253900.0,1597.0,3,1.0,0,3439.0,2,1,Industrial Quarter,Ranch,0,1.3,6.0,0
453200.0,2184.0,3,3.0,32,2626.0,1,2,Sunset Hills,Contemporary,0,20.3,5.0,0
274400.0,1783.0,3,2.0,10,3202.0,1,2,Industrial Quarter,Townhouse,0,0.3,8.0,0
312700.0,2201.0,4,2.0,0,3027.0,2,2,Industrial Quarter,Colonial,0,4.4,6.0,0
412100.0,,3,3.0,25,3241.0,3,3,Oak Park,Ranch,0,14.1,6.0,0
549600.0,2148.0,4,3.0,0,3887.0,1,3,Downtown Loft District,Craftsman,0,6.5,,0
543400.0,2707.0,3,2.0,29,3850.0,0,1,Sunset Hills,Craftsman,0,0.4,6.0,1
400500.0,1698.0,4,3.0,7,2116.0,2,3,Sunset Hills,Townhouse,0,7.0,10.0,0
432400.0,2237.0,4,3.0,25,3217.0,0,1,Oak Park,Townhouse,0,3.5,,1
418500.0,1481.0,4,3.0,20,974.0,2,2,Downtown Loft District,Ranch,0,1.1,5.0,0
540100.0,2709.0,5,3.0,17,4335.0,1,2,Oak Park,Craftsman,0,0.7,3.0,1
224300.0,1325.0,4,2.0,12,2269.0,1,2,Industrial Quarter,Townhouse,0,4.9,6.0,0
327600.0,2411.0,5,3.0,12,4835.0,1,1,Industrial Quarter,Craftsman,0,1.6,7.0,0
191700.0,827.0,2,1.0,17,800.0,2,1,Lakeview,Craftsman,0,0.4,7.0,1
329100.0,1587.0,3,1.0,5,2880.0,3,1,Oak Park,Craftsman,1,3.0,5.0,0
265900.0,1157.0,2,1.0,0,2301.0,2,1,Lakeview,Craftsman,0,6.4,7.0,1
498600.0,2145.0,3,3.0,25,3716.0,2,3,Riverside Heights,Townhouse,0,13.8,5.0,0
400400.0,1680.0,2,2.0,41,1783.0,2,2,Downtown Loft District,Craftsman,0,5.0,8.0,0
763900.0,3021.0,4,3.0,26,4368.0,2,2,Downtown Loft District,Colonial,0,3.9,6.0,0
655000.0,3001.0,5,4.0,29,5171.0,1,3,Lakeview,Townhouse,0,1.8,7.0,0
321800.0,1931.0,4,3.0,0,3873.0,2,1,Industrial Quarter,Craftsman,0,1.5,9.0,1
426800.0,2037.0,4,3.0,7,4020.0,1,2,Sunset Hills,Contemporary,0,10.8,5.0,0
465500.0,1828.0,4,3.0,13,3341.0,2,1,Riverside Heights,Townhouse,0,26.4,6.0,1
279000.0,1875.0,3,2.0,10,2977.0,2,2,Elm Street,Contemporary,0,20.5,7.0,0
683700.0,2956.0,6,4.0,32,3488.0,1,1,Lakeview,Contemporary,0,2.4,4.0,0
405700.0,2125.0,4,3.0,5,2428.0,3,3,Oak Park,Townhouse,0,6.9,6.0,0
586600.0,2766.0,6,5.0,5,4822.0,2,1,,Contemporary,0,1.3,5.0,1
389600.0,2244.0,4,4.0,32,2504.0,3,2,Elm Street,Townhouse,1,4.3,,0
236900.0,1501.0,4,4.0,14,2808.0,3,1,Industrial Quarter,Ranch,0,32.9,6.0,0
483000.0,2383.0,4,4.0,34,4001.0,2,1,Sunset Hills,Contemporary,1,3.4,3.0,0
400400.0,1615.0,3,3.0,10,2607.0,2,1,Sunset Hills,Craftsman,0,6.5,7.0,0
338800.0,2938.0,5,4.0,109,3872.0,1,2,Maple Grove,Townhouse,0,10.8,8.0,0
325300.0,1541.0,3,2.0,7,2010.0,2,1,Oak Park,Ranch,0,5.7,6.0,1
532600.0,1725.0,3,2.0,16,3290.0,3,1,Downtown Loft District,Colonial,1,0.3,5.0,0
109000.0,1330.0,2,1.0,105,1664.0,2,1,Industrial Quarter,Craftsman,0,13.8,8.0,0
567800.0,2189.0,5,3.0,12,2266.0,3,3,Riverside Heights,Townhouse,0,4.0,6.0,1
524900.0,2024.0,3,2.0,3,3178.0,2,3,Riverside Heights,Colonial,0,8.0,6.0,0
465700.0,2550.0,5,4.0,8,4533.0,2,1,Elm Street,Contemporary,0,7.8,9.0,0
300900.0,1205.0,3,3.0,1,800.0,0,2,Downtown Loft District,Townhouse,0,11.3,3.0,1
506100.0,2315.0,6,5.0,2,3185.0,3,2,Lakeview,Contemporary,0,45.0,7.0,0
535900.0,2299.0,3,3.0,4,2966.0,2,2,Sunset Hills,Craftsman,0,2.9,10.0,0
268900.0,,3,3.0,38,1494.0,1,2,Riverside Heights,Ranch,0,13.0,6.0,1
330000.0,2163.0,4,4.0,11,4085.0,2,2,Elm Street,Craftsman,0,0.3,6.0,1
447000.0,1762.0,3,3.0,8,3090.0,2,1,Oak Park,Ranch,1,4.6,4.0,0
384100.0,1881.0,4,2.0,28,2276.0,1,1,Riverside Heights,Contemporary,0,32.3,7.0,0
247600.0,1178.0,2,2.0,5,1982.0,3,1,Riverside Heights,Craftsman,0,22.0,6.0,0
197200.0,1562.0,3,3.0,120,2761.0,0,1,Maple Grove,Colonial,0,7.8,5.0,0
365600.0,1427.0,3,2.0,9,1850.0,1,1,Downtown Loft District,Contemporary,1,44.8,10.0,1
310200.0,1813.0,4,3.0,37,2607.0,2,1,Oak Park,Colonial,0,3.1,5.0,0
206300.0,767.0,2,2.0,28,800.0,2,2,Lakeview,Contemporary,1,2.6,5.0,0
366200.0,2072.0,4,3.0,1,3636.0,2,2,Elm Street,Townhouse,0,4.6,7.0,1
214100.0,1508.0,3,3.0,42,2223.0,1,2,Industrial Quarter,Ranch,0,6.0,7.0,1
325400.0,2306.0,4,4.0,4,3547.0,2,1,Elm Street,Townhouse,0,38.9,,0
339800.0,1873.0,2,1.0,7,1828.0,2,1,Riverside Heights,Colonial,0,45.0,5.0,1
673400.0,3484.0,6,4.0,7,4110.0,3,1,Oak Park,Craftsman,0,3.9,4.0,0
274000.0,1308.0,4,3.0,41,2302.0,3,1,Oak Park,Townhouse,0,4.4,3.0,1
484200.0,2162.0,5,4.0,69,3983.0,2,1,Sunset Hills,Contemporary,1,3.9,5.0,0
333200.0,1826.0,4,2.0,25,2014.0,1,2,Oak Park,Townhouse,0,9.2,5.0,1
453300.0,2260.0,3,2.0,34,4463.0,2,2,Lakeview,Craftsman,0,3.4,5.0,1
243300.0,1296.0,1,2.0,2,2478.0,1,1,Oak Park,Craftsman,1,4.6,2.0,1
239100.0,1573.0,2,1.0,22,800.0,2,2,Elm Street,Townhouse,1,9.2,8.0,1
223500.0,1906.0,4,3.0,40,2220.0,2,1,Industrial Quarter,Townhouse,0,13.2,6.0,0
385100.0,1794.0,3,2.0,45,1812.0,2,2,Lakeview,Ranch,0,0.6,7.0,0
310400.0,1249.0,2,1.0,24,2380.0,2,2,Lakeview,Colonial,1,0.3,7.0,0
585700.0,,4,3.0,12,2765.0,1,2,Lakeview,Townhouse,0,22.5,10.0,0
221000.0,1187.0,3,2.0,12,1810.0,2,3,Maple Grove,Townhouse,0,20.6,6.0,0
437300.0,1997.0,3,2.0,6,3994.0,3,1,Sunset Hills,Contemporary,0,13.4,9.0,0
417400.0,2009.0,4,3.0,36,4111.0,2,1,Oak Park,Colonial,0,8.1,5.0,1
220800.0,1390.0,2,1.0,5,2188.0,0,2,Industrial Quarter,Townhouse,1,2.7,8.0,0
397100.0,1906.0,4,4.0,22,2435.0,2,1,Oak Park,Colonial,0,1.2,7.0,0
437600.0,1755.0,3,2.0,20,1709.0,1,1,Lakeview,Craftsman,0,2.3,6.0,0
447000.0,1872.0,4,3.0,2,2679.0,2,1,Riverside Heights,Craftsman,0,7.5,8.0,0
233100.0,1248.0,2,1.0,25,2483.0,2,2,Maple Grove,Ranch,0,9.2,8.0,0
378800.0,1647.0,3,2.0,43,4022.0,2,1,Lakeview,Ranch,1,5.1,7.0,0
418700.0,2167.0,4,1.0,9,4107.0,2,1,Sunset Hills,Craftsman,0,1.0,4.0,0
469000.0,2718.0,4,4.0,2,3499.0,2,1,Maple Grove,Contemporary,0,8.0,7.0,0
270000.0,1805.0,3,3.0,20,3287.0,1,2,Industrial Quarter,Contemporary,0,1.5,6.0,0
498000.0,1808.0,4,2.0,2,3276.0,3,1,Riverside Heights,Craftsman,0,3.5,6.0,1
379200.0,2429.0,6,5.0,28,4428.0,2,2,Industrial Quarter,Townhouse,0,0.3,6.0,0
523500.0,2494.0,5,4.0,37,3390.0,1,1,Riverside Heights,Craftsman,0,0.4,5.0,0
412000.0,2033.0,4,3.0,0,1368.0,1,2,Lakeview,Contemporary,0,20.1,6.0,0
237900.0,1702.0,3,2.0,11,3039.0,1,2,Industrial Quarter,Townhouse,0,3.2,5.0,0
582300.0,2423.0,5,4.0,5,3926.0,2,3,Sunset Hills,Ranch,0,13.0,7.0,0
164500.0,1223.0,2,2.0,19,1012.0,2,1,Industrial Quarter,Craftsman,0,23.0,5.0,0
546700.0,2517.0,5,3.0,4,3715.0,1,2,Sunset Hills,Ranch,0,5.8,6.0,1
339500.0,2352.0,5,3.0,25,,0,1,Elm Street,Townhouse,0,3.4,6.0,0
179600.0,1524.0,2,1.0,58,912.0,0,2,Elm Street,Townhouse,0,2.7,8.0,0
114900.0,500.0,1,1.0,19,814.0,0,2,Industrial Quarter,Townhouse,0,0.9,8.0,1
512400.0,,5,4.0,9,2992.0,2,1,Lakeview,Colonial,0,17.4,5.0,0
291300.0,2151.0,3,2.0,10,1707.0,1,2,Industrial Quarter,Townhouse,0,4.5,7.0,0
362800.0,1483.0,2,1.0,1,3249.0,2,1,Downtown Loft District,Colonial,0,33.0,3.0,0
408400.0,1562.0,2,2.0,17,1420.0,2,2,Riverside Heights,Townhouse,0,1.5,6.0,0
506600.0,2711.0,6,4.0,6,4373.0,2,1,Oak Park,Craftsman,0,1.1,3.0,1
368000.0,2205.0,4,3.0,23,3700.0,2,2,Industrial Quarter,Ranch,1,6.5,6.0,0
397000.0,1427.0,3,3.0,13,1322.0,3,3,Riverside Heights,Colonial,0,1.3,5.0,0
590700.0,2073.0,5,3.0,0,3321.0,2,2,Downtown Loft District,Ranch,0,8.3,6.0,0
456000.0,2150.0,4,4.0,32,4777.0,1,2,Maple Grove,Contemporary,0,0.3,8.0,1
395500.0,1890.0,4,3.0,13,3657.0,2,2,Maple Grove,Townhouse,1,1.0,9.0,0
486600.0,2633.0,5,4.0,20,3937.0,3,1,Elm Street,Ranch,1,1.2,7.0,0
515100.0,1953.0,3,3.0,15,2778.0,2,2,Lakeview,Craftsman,1,1.3,8.0,0
295100.0,1873.0,3,3.0,51,2351.0,2,2,Industrial Quarter,Craftsman,0,6.2,6.0,1
367600.0,1531.0,2,1.0,5,1208.0,2,2,Sunset Hills,Ranch,1,3.0,7.0,0
